audio_duration_sec,asr_time_sec_sim,tts_time_sec_sim,total_time_sec_sim,rtf_sim,wall_time_sec,rtf_wall,ram_before_mb,ram_after_mb,ram_delta_mb,transcript,tts_pcm_bytes,quant,num_threads,wer_delta_estimate,passed_rtf_sim,loop,asr_load_count,tts_load_count
5.0,1.555,0.11795,1.67295,0.33459,0.018804032999995002,0.0037608065999990004,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,1,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.018966337999998473,0.0037932675999996944,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,2,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.017900913999994827,0.0035801827999989654,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,3,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.018030329000012557,0.0036060658000025116,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,4,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.01796929899998645,0.00359385979999729,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,5,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.017863367000003905,0.003572673400000781,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,6,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.017913260000000264,0.003582652000000053,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,7,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.018026891999994632,0.0036053783999989266,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,8,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.017953274999996438,0.003590654999999288,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,9,1,1
5.0,1.555,0.11795,1.67295,0.33459,0.017950768999995148,0.0035901537999990297,290.58203125,290.58203125,0.0,xin chào robot mã 31f192be,45760,Q4,1,0.026,False,10,1,1
