audio_duration_sec,asr_time_sec_sim,tts_time_sec_sim,total_time_sec_sim,rtf_sim,wall_time_sec,rtf_wall,ram_before_mb,ram_after_mb,ram_delta_mb,transcript,tts_pcm_bytes,quant,num_threads,wer_delta_estimate,passed_rtf_sim,loop,asr_load_count,tts_load_count
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021479622000001086,0.004295924400000217,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,1,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.02102688300000466,0.004205376600000932,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,2,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021198617000010245,0.004239723400002049,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,3,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021185509999995134,0.004237101999999026,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,4,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.02101682299999652,0.004203364599999304,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,5,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021133720000008793,0.004226744000001758,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,6,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021130232000004412,0.004226046400000882,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,7,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.02102763000000607,0.004205526000001214,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,8,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021355608000007464,0.004271121600001493,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,9,1,1
5.0,1.8549999999999998,0.11795,1.9729499999999998,0.39458999999999994,0.021201908000008984,0.004240381600001797,298.0546875,298.0546875,0.0,xin chào robot mã 31f192be,45760,Q5,1,0.012,False,10,1,1
