audio_duration_sec,asr_time_sec_sim,tts_time_sec_sim,total_time_sec_sim,rtf_sim,wall_time_sec,rtf_wall,ram_before_mb,ram_after_mb,ram_delta_mb,transcript,tts_pcm_bytes,quant,num_threads,wer_delta_estimate,passed_rtf_sim,loop,asr_load_count,tts_load_count
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.013081486000004361,0.0026162972000008723,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,1,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.013593389000007505,0.002718677800001501,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,2,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.013624585999991723,0.0027249171999983446,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,3,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.012640890999989551,0.0025281781999979104,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,4,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.013541144000001282,0.002708228800000256,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,5,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.01271069800000646,0.002542139600001292,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,6,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.012746037999988857,0.0025492075999977715,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,7,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.01260710900000106,0.002521421800000212,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,8,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.012697078999991618,0.0025394157999983234,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,9,1,1
5.0,1.027972972972973,0.11795,1.145922972972973,0.2291845945945946,0.012573336000002655,0.002514667200000531,285.453125,285.453125,0.0,xin chào robot mã 31f192be,45760,Q5,4,0.012,True,10,1,1
