audio_duration_sec,asr_time_sec_sim,tts_time_sec_sim,total_time_sec_sim,rtf_sim,wall_time_sec,rtf_wall,ram_before_mb,ram_after_mb,ram_delta_mb,transcript,tts_pcm_bytes,quant,num_threads,wer_delta_estimate,passed_rtf_sim,loop,asr_load_count,tts_load_count
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011326582000009466,0.0022653164000018934,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,1,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011517636999997194,0.0023035273999994386,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,2,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.01152537599998027,0.0023050751999960538,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,3,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011697181000016599,0.0023394362000033198,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,4,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011692223000011381,0.0023384446000022764,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,5,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011509390000014719,0.0023018780000029436,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,6,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.01129284300000677,0.002258568600001354,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,7,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011544950000001108,0.0023089900000002215,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,8,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011564262000007375,0.002312852400001475,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,9,1,1
5.0,0.8658108108108108,0.11795,0.9837608108108108,0.19675216216216215,0.011663937000008673,0.0023327874000017347,296.4921875,296.4921875,0.0,xin chào robot mã 31f192be,45760,Q4,4,0.026,True,10,1,1
