audio_duration_sec,asr_time_sec_sim,tts_time_sec_sim,total_time_sec_sim,rtf_sim,wall_time_sec,rtf_wall,ram_before_mb,ram_after_mb,ram_delta_mb,transcript,tts_pcm_bytes,quant,num_threads,wer_delta_estimate,passed_rtf_sim,loop,asr_load_count,tts_load_count
5.0,1.655,0.11795,1.77295,0.35459,0.01906732700000191,0.003813465400000382,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,1,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.01995753300001013,0.003991506600002026,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,2,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.018900879999989684,0.0037801759999979367,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,3,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.018938998999999512,0.0037877997999999024,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,4,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.018931162000001223,0.0037862324000002444,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,5,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.018892902000004597,0.0037785804000009192,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,6,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.019055891999997243,0.0038111783999994486,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,7,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.018898950999997055,0.003779790199999411,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,8,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.019069989000001897,0.0038139978000003793,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,9,1,1
5.0,1.655,0.11795,1.77295,0.35459,0.01892604600000425,0.0037852092000008495,295.53515625,295.53515625,0.0,xin chào robot mã 31f192be,45760,FP16,2,0.0,False,10,1,1
